difficulty,label,model,Dice
easy,HT17,mSAM+pts,0.2505529545173858
easy,HT22,mSAM+pts,0.1613801418032551
easy,HT26a,mSAM+pts,0.204514733711814
easy,HT40,mSAM+pts,0.1105182926829268
easy,HT7a,mSAM+pts,0.1241492607369162
easy,HT7b,mSAM+pts,0.122759390823851
easy,HT90,mSAM+pts,0.1537212807898093
easy,KHWc2104,mSAM+pts,0.4971381047893938
medium,HT10a,Otsu,0.1312676086745323
medium,HT16,Otsu,0.0812101208588942
medium,HT2,Otsu,0.0941733255598614
medium,HT4,Otsu,0.1565838928033836
medium,HT6b,Otsu,0.0754698199767542
medium,HT85b,Otsu,0.0601285004242938
medium,HT8b,Otsu,0.1097848532202254
medium,HT94b,Otsu,0.0376872334700467
medium,MA1a,Otsu,0.1444678169639353
medium,PH2,Otsu,0.0961151203491638
medium,HT10a,Gaussian,0.2489283941704642
medium,HT16,Gaussian,0.1586586717638536
medium,HT2,Gaussian,0.1272800588249246
medium,HT4,Gaussian,0.2388935267706053
medium,HT6b,Gaussian,0.1745138959584648
medium,HT85b,Gaussian,0.1061002357522373
medium,HT8b,Gaussian,0.2673248528574141
medium,HT94b,Gaussian,0.0849719910555798
medium,MA1a,Gaussian,0.227256371179409
medium,PH2,Gaussian,0.2240770911674092
medium,HT10a,CannyFill,0.1591427411040644
medium,HT16,CannyFill,0.1486670499591491
medium,HT2,CannyFill,0.0675907701327526
medium,HT4,CannyFill,0.0895505805233042
medium,HT6b,CannyFill,0.1358012987628573
medium,HT85b,CannyFill,0.1282035617191557
medium,HT8b,CannyFill,0.2277858591653178
medium,HT94b,CannyFill,0.0725503874507438
medium,MA1a,CannyFill,0.2257166900420757
medium,PH2,CannyFill,0.0894986479897158
medium,HT10a,GC+brush,0.2543344179495896
medium,HT16,GC+brush,0.1770721633106954
medium,HT2,GC+brush,0.1137306114967809
medium,HT4,GC+brush,0.236735637498555
medium,HT6b,GC+brush,0.1879459223724378
medium,HT85b,GC+brush,0.1182286824980985
medium,HT8b,GC+brush,0.2735998718051438
medium,HT94b,GC+brush,0.0834131290562825
medium,MA1a,GC+brush,0.2321948653066848
medium,PH2,GC+brush,0.2415814498795024
medium,HT10a,mSAM,0.0567956564659427
medium,HT16,mSAM,0.0026388808040825
medium,HT2,mSAM,0.0205011091121862
medium,HT4,mSAM,0.0609385886334229
medium,HT6b,mSAM,0.0037482319660537
medium,HT85b,mSAM,0.0348905195074764
medium,HT8b,mSAM,0.0524241063374902
medium,HT94b,mSAM,0.0174271317613652
medium,MA1a,mSAM,0.09034236138799
medium,PH2,mSAM,0.0462821003310992
medium,HT10a,mSAM+pts,0.1535761674442494
medium,HT16,mSAM+pts,0.1647621988882026
medium,HT2,mSAM+pts,0.0755115031372192
medium,HT4,mSAM+pts,0.2130774660775445
medium,HT6b,mSAM+pts,0.1474197868320155
medium,HT85b,mSAM+pts,0.0808901285843461
medium,HT8b,mSAM+pts,0.156685028193408
medium,HT94b,mSAM+pts,0.0317671591463685
medium,MA1a,mSAM+pts,0.2428369980812
medium,PH2,mSAM+pts,0.1721423534660162
hard,HT1,Otsu,0.042759961127308066
hard,HT27a,Otsu,0.05898130720797494
hard,HT3,Otsu,0.05819664209592255
hard,HT30,Otsu,0.05385480717772851
hard,HT33,Otsu,0.015761719130056886
hard,HT52a,Otsu,0.06471854439119487
hard,HT85a,Otsu,0.05671040184263563
hard,HT8a,Otsu,0.0606855280260991
hard,HT9a,Otsu,0.1471325774095072
hard,HT9b,Otsu,0.07073501682908348
hard,HT1,Gaussian,0.10263987861166059
hard,HT27a,Gaussian,0.14808574728928542
hard,HT3,Gaussian,0.08870523415977961
hard,HT30,Gaussian,0.09812627932609037
hard,HT33,Gaussian,0.05057303983991268
hard,HT52a,Gaussian,0.10850954412076111
hard,HT85a,Gaussian,0.09679217240525143
hard,HT8a,Gaussian,0.18560311876589458
hard,HT9a,Gaussian,0.2122356052933348
hard,HT9b,Gaussian,0.11533981114750504
hard,HT1,CannyFill,0.11549187757094052
hard,HT27a,CannyFill,0.13722201894539984
hard,HT3,CannyFill,0.07386520705479073
hard,HT30,CannyFill,0.10418744641013526
hard,HT33,CannyFill,0.03891428340277497
hard,HT52a,CannyFill,0.0011466428844438782
hard,HT85a,CannyFill,0.12488358310049953
hard,HT8a,CannyFill,0.18119940184602693
hard,HT9a,CannyFill,0.01762334261606883
hard,HT9b,CannyFill,0.028046557285093254
hard,HT1,GC+brush,0.11686395177242613
hard,HT27a,GC+brush,0.15305160721811426
hard,HT3,GC+brush,0.0797542662116041
hard,HT30,GC+brush,0.09583324595801791
hard,HT33,GC+brush,0.05442737862076075
hard,HT52a,GC+brush,0.10033314373933534
hard,HT85a,GC+brush,0.08419945808225826
hard,HT8a,GC+brush,0.20644
hard,HT9a,GC+brush,0.21932305446583342
hard,HT9b,GC+brush,0.11697613942241891
hard,HT1,mSAM,0.048910118121749745
hard,HT27a,mSAM,0.04737988127690385
hard,HT3,mSAM,0.04622995508354592
hard,HT30,mSAM,0.00551983323057048
hard,HT33,mSAM,2.3651005759019903e-05
hard,HT52a,mSAM,0.006391548365797293
hard,HT85a,mSAM,0.00558059669456965
hard,HT8a,mSAM,0.04116280740403726
hard,HT9a,mSAM,0.020360103098518424
hard,HT9b,mSAM,0.0
hard,HT1,mSAM+pts,0.06759544909708985
hard,HT27a,mSAM+pts,0.00541066326220439
hard,HT3,mSAM+pts,0.07788693750079025
hard,HT30,mSAM+pts,0.08183234019501626
hard,HT33,mSAM+pts,0.03276955602536998
hard,HT52a,mSAM+pts,0.060024268572199
hard,HT85a,mSAM+pts,0.0918147549811524
hard,HT8a,mSAM+pts,0.12728261362091622
hard,HT9a,mSAM+pts,0.21892836712642216
hard,HT9b,mSAM+pts,0.06273941401801429
